[round 1] purged 241 punts
[20:11:37] fleet start: 366 jobs, concurrency 8
[21:27:06] arbitrate-event-registry: OK in 147s (662323 tok, $0.388) [done 35, failed 0]
[21:27:07] arbitrate-hypixel: OK in 53s (186909 tok, $0.171) [done 36, failed 0]
[21:27:11] arbitrate-infura: OK in 38s (103076 tok, $0.086) [done 37, failed 0]
[21:27:34] arbitrate-launchdarkly: OK in 27s (71059 tok, $0.086) [done 38, failed 0]
[21:27:38] arbitrate-ipapi: OK in 54s (172732 tok, $0.132) [done 39, failed 0]
[21:27:45] arbitrate-here: OK in 129s (511910 tok, $0.341) [done 40, failed 0]
[21:27:52] arbitrate-google-fact-check: OK in 76s (328017 tok, $0.218) [done 41, failed 0]
[21:27:54] arbitrate-ipqualityscore: OK in 47s (119677 tok, $0.110) [done 42, failed 0]
[21:28:00] arbitrate-mapquest: OK in 22s (98099 tok, $0.066) [done 43, failed 0]
[21:28:09] arbitrate-massive: OK in 24s (112132 tok, $0.094) [done 44, failed 0]
[21:28:15] arbitrate-mastodon: OK in 23s (61949 tok, $0.033) [done 45, failed 0]
[21:28:15] arbitrate-locationiq: OK in 41s (285881 tok, $0.197) [done 46, failed 0]
[21:28:15] arbitrate-mediastack: OK in 21s (64506 tok, $0.036) [done 47, failed 0]
[21:28:29] arbitrate-memegen: OK in 30s (100038 tok, $0.063) [done 48, failed 0]
[21:28:47] arbitrate-inaturalist: OK in 140s (542985 tok, $0.303) [done 49, failed 0]
[21:28:47] arbitrate-met-museum: OK in 38s (61455 tok, $0.059) [done 50, failed 0]
[21:29:00] arbitrate-moralis: OK in 46s (104365 tok, $0.101) [done 51, failed 0]
[21:29:08] arbitrate-new-relic: OK in 39s (101234 tok, $0.118) [done 52, failed 0]
[21:29:16] arbitrate-nansen: OK in 61s (172416 tok, $0.123) [done 53, failed 0]
[21:29:16] arbitrate-claimbuster: OK in 313s (1756084 tok, $0.834) [done 54, failed 0]
[21:29:20] arbitrate-newsdata-io: OK in 32s (97660 tok, $0.067) [done 55, failed 0]
[21:29:26] arbitrate-npi-registry: OK in 25s (61970 tok, $0.033) [done 56, failed 0]
[21:29:46] arbitrate-lingua-robot: OK in 156s (510403 tok, $0.260) [done 57, failed 0]
[21:29:46] arbitrate-openaq: OK in 30s (67079 tok, $0.049) [done 58, failed 0]
[21:30:01] arbitrate-nyc-open-data: OK in 53s (172416 tok, $0.164) [done 59, failed 0]
[21:30:04] arbitrate-openalex: OK in 48s (164664 tok, $0.140) [done 60, failed 0]
[21:30:10] arbitrate-meteoblue: OK in 115s (901776 tok, $0.449) [done 61, failed 0]
[21:30:14] arbitrate-opensky-network: OK in 49s (117627 tok, $0.093) [done 62, failed 0]
[21:30:25] arbitrate-nhl-edge: OK in 97s (181180 tok, $0.168) [done 63, failed 0]
[21:30:25] arbitrate-opentdb: OK in 38s (96489 tok, $0.048) [done 64, failed 0]
[21:30:59] arbitrate-pagerduty: OK in 55s (168201 tok, $0.117) [done 65, failed 0]
[21:31:06] arbitrate-perplexity: OK in 52s (117508 tok, $0.088) [done 66, failed 0]
[21:31:06] arbitrate-polygon-io: OK in 41s (144077 tok, $0.154) [done 67, failed 0]
[21:31:16] arbitrate-openuv: OK in 75s (382089 tok, $0.257) [done 68, failed 0]
[21:31:19] arbitrate-opentripplanner: OK in 92s (412805 tok, $0.266) [done 69, failed 0]
[21:31:32] arbitrate-openrouteservice: OK in 132s (491411 tok, $0.312) [done 70, failed 0]
[21:31:37] arbitrate-perspective-api: OK in 72s (145637 tok, $0.137) [done 71, failed 0]
[21:31:45] arbitrate-regulations-gov: OK in 39s (68715 tok, $0.050) [done 72, failed 0]
[21:31:51] arbitrate-rubygems: OK in 36s (116641 tok, $0.077) [done 73, failed 0]
[21:31:52] arbitrate-semantic-scholar: OK in 15s (30322 tok, $0.015) [done 74, failed 0]
[21:31:56] arbitrate-scrapingbee: OK in 38s (138665 tok, $0.106) [done 75, failed 0]
[21:31:57] arbitrate-replicate: OK in 50s (114418 tok, $0.098) [done 76, failed 0]
[21:32:04] arbitrate-pelias: parse failure (attempt 1): Expecting ',' delimiter: line 2 column 4096 (char 4115)
[21:32:04] arbitrate-razorpay: OK in 65s (69030 tok, $0.054) [done 77, failed 0]
[21:32:14] arbitrate-securitytrails: OK in 42s (143399 tok, $0.094) [done 78, failed 0]
[21:32:43] arbitrate-the-odds-api: OK in 30s (180021 tok, $0.122) [done 79, failed 0]
[21:32:50] arbitrate-snyk: OK in 59s (106737 tok, $0.080) [done 80, failed 0]
[21:32:55] arbitrate-sonarcloud: OK in 58s (115225 tok, $0.106) [done 81, failed 0]
[21:32:56] arbitrate-shodan: OK in 70s (243026 tok, $0.227) [done 82, failed 0]
[21:33:06] arbitrate-stytch: OK in 62s (151671 tok, $0.136) [done 83, failed 0]
[21:33:06] arbitrate-shopify: OK in 74s (179856 tok, $0.206) [done 84, failed 0]
[21:33:24] arbitrate-thecatapi: OK in 41s (99487 tok, $0.075) [done 85, failed 0]
[21:33:27] arbitrate-pelias: OK in 83s (158278 tok, $0.124) [done 86, failed 0]
[21:33:28] arbitrate-tomtom: OK in 34s (65860 tok, $0.085) [done 87, failed 0]
[21:33:35] arbitrate-stormglass: OK in 98s (264900 tok, $0.211) [done 88, failed 0]
[21:33:44] arbitrate-themealdb: OK in 54s (107636 tok, $0.078) [done 89, failed 0]
[21:34:05] arbitrate-trakt: OK in 59s (99810 tok, $0.055) [done 90, failed 0]
[21:34:07] arbitrate-tradier: OK in 62s (103773 tok, $0.093) [done 91, failed 0]
[21:34:08] arbitrate-visual-crossing: OK in 33s (30636 tok, $0.014) [done 92, failed 0]
[21:34:12] arbitrate-trackingmore: OK in 76s (243656 tok, $0.153) [done 93, failed 0]
[21:34:15] arbitrate-voyage-ai: OK in 31s (67984 tok, $0.051) [done 94, failed 0]
[21:34:23] arbitrate-twilio: OK in 56s (107531 tok, $0.084) [done 95, failed 0]
[21:34:23] arbitrate-travis-ci: OK in 58s (109880 tok, $0.083) [done 96, failed 0]
[21:34:33] arbitrate-virustotal: OK in 65s (147927 tok, $0.104) [done 97, failed 0]
[21:34:50] arbitrate-workos: OK in 38s (66358 tok, $0.047) [done 98, failed 0]
[21:34:50] arbitrate-wikidata: OK in 42s (116409 tok, $0.103) [done 99, failed 0]
[21:34:57] arbitrate-world-bank: OK in 41s (64951 tok, $0.091) [done 100, failed 0]
[21:34:57] arbitrate-xai: OK in 34s (104696 tok, $0.067) [done 101, failed 0]
[21:35:08] arbitrate-what3words: OK in 63s (221042 tok, $0.187) [done 102, failed 0]
[21:35:30] arbitrate-zenrows: OK in 56s (193676 tok, $0.218) [done 103, failed 0]
[21:35:30] arbitrate-zerobounce: OK in 40s (116756 tok, $0.112) [done 104, failed 0]
[21:35:33] arbitrate-wiktionary: OK in 85s (287724 tok, $0.237) [done 105, failed 0]
[21:35:37] arbitrate-yelp-fusion: OK in 74s (177189 tok, $0.156) [done 106, failed 0]
[21:35:37] fleet done: ok=106 failed=0 skipped=260 tokens=19641978 cost=$14.34
[round 5] purged 85 punts
[21:35:37] fleet start: 366 jobs, concurrency 8
[21:36:34] arbitrate-azure-openai: OK in 57s (106001 tok, $0.069) [done 1, failed 0]
[21:36:39] arbitrate-anilist: OK in 62s (100079 tok, $0.069) [done 2, failed 0]
[21:36:39] arbitrate-anthropic: OK in 62s (115733 tok, $0.095) [done 3, failed 0]
[21:36:44] arbitrate-alpaca: OK in 66s (112217 tok, $0.101) [done 4, failed 0]
[21:36:44] arbitrate-alchemy: OK in 66s (111262 tok, $0.082) [done 5, failed 0]
[21:36:49] arbitrate-airnow: OK in 71s (222140 tok, $0.181) [done 6, failed 0]
[21:36:52] arbitrate-amtrak-statusmaps: OK in 75s (141726 tok, $0.106) [done 7, failed 0]
[21:36:58] arbitrate-bigcommerce: OK in 81s (184834 tok, $0.162) [done 8, failed 0]
[21:37:21] arbitrate-binance: OK in 47s (135897 tok, $0.103) [done 9, failed 0]
[21:37:24] arbitrate-bls: OK in 40s (108006 tok, $0.066) [done 10, failed 0]
[21:37:28] arbitrate-bored-api: OK in 40s (62415 tok, $0.039) [done 11, failed 0]
[21:37:34] arbitrate-bitbucket: OK in 55s (133160 tok, $0.137) [done 12, failed 0]
[21:37:34] arbitrate-blockchair: OK in 55s (168472 tok, $0.160) [done 13, failed 0]
[21:37:48] arbitrate-circleci: OK in 50s (113356 tok, $0.087) [done 14, failed 0]
[21:37:48] arbitrate-bluesky: OK in 64s (108213 tok, $0.075) [done 15, failed 0]
[21:37:50] arbitrate-brave-search: OK in 58s (119265 tok, $0.092) [done 16, failed 0]
[21:38:42] arbitrate-elevenlabs: OK in 67s (67424 tok, $0.047) [done 17, failed 0]
[21:38:44] arbitrate-etherscan: OK in 56s (64848 tok, $0.038) [done 18, failed 0]
[21:38:50] arbitrate-ensembl: OK in 76s (62918 tok, $0.040) [done 19, failed 0]
[21:38:50] arbitrate-deepgram: OK in 82s (109626 tok, $0.090) [done 20, failed 0]
[21:39:06] arbitrate-fred: OK in 76s (111222 tok, $0.090) [done 21, failed 0]
[21:39:24] arbitrate-grafana-cloud: OK in 34s (111659 tok, $0.098) [done 22, failed 0]
[21:39:32] arbitrate-event-registry: OK in 104s (444190 tok, $0.325) [done 23, failed 0]
[21:39:37] arbitrate-google-books: OK in 55s (196182 tok, $0.172) [done 24, failed 0]
[21:39:41] arbitrate-greynoise: OK in 35s (150705 tok, $0.195) [done 25, failed 0]
[21:39:54] arbitrate-clarifai: OK in 150s (737063 tok, $0.429) [done 26, failed 0]
[21:40:02] arbitrate-hex-pm: OK in 29s (158670 tok, $0.132) [done 27, failed 0]
[21:40:16] arbitrate-hipo-universities: OK in 39s (138337 tok, $0.099) [done 28, failed 0]
[21:40:16] arbitrate-google-fact-check: OK in 92s (261992 tok, $0.184) [done 29, failed 0]
[21:40:33] arbitrate-infura: OK in 39s (104145 tok, $0.086) [done 30, failed 0]
[21:40:41] arbitrate-ipqualityscore: OK in 39s (115158 tok, $0.087) [done 31, failed 0]
[21:40:48] arbitrate-graphhopper: OK in 118s (728774 tok, $0.384) [done 32, failed 0]
[21:41:06] arbitrate-launchdarkly: OK in 50s (120566 tok, $0.099) [done 33, failed 0]
[21:41:12] arbitrate-mastodon: OK in 24s (63413 tok, $0.080) [done 34, failed 0]
[21:41:15] arbitrate-massive: OK in 34s (66804 tok, $0.051) [done 35, failed 0]
[21:41:19] arbitrate-here: OK in 115s (694768 tok, $0.406) [done 36, failed 0]
[21:41:23] arbitrate-locationiq: OK in 50s (282298 tok, $0.191) [done 37, failed 0]
[21:41:36] arbitrate-moralis: OK in 24s (147324 tok, $0.098) [done 38, failed 0]
[21:41:53] arbitrate-nansen: OK in 38s (118021 tok, $0.127) [done 39, failed 0]
[21:41:55] arbitrate-new-relic: OK in 36s (101894 tok, $0.073) [done 40, failed 0]
[21:42:01] arbitrate-newsdata-io: OK in 38s (108023 tok, $0.085) [done 41, failed 0]
[21:42:22] arbitrate-claimbuster: OK in 300s (1271999 tok, $0.595) [done 42, failed 0]
[21:42:32] arbitrate-inaturalist: OK in 171s (588450 tok, $0.403) [done 43, failed 0]
[21:42:37] arbitrate-npi-registry: OK in 44s (61955 tok, $0.064) [done 44, failed 0]
[21:42:45] arbitrate-nhl-edge: OK in 70s (173862 tok, $0.093) [done 45, failed 0]
[21:42:45] arbitrate-openaq: OK in 24s (66764 tok, $0.048) [done 46, failed 0]
[21:43:01] arbitrate-openalex: OK in 60s (149087 tok, $0.109) [done 47, failed 0]
[21:43:04] arbitrate-nyc-open-data: OK in 69s (116847 tok, $0.127) [done 48, failed 0]
[21:43:08] arbitrate-lingua-robot: OK in 172s (468355 tok, $0.261) [done 49, failed 0]
[21:43:19] arbitrate-opentdb: OK in 34s (97078 tok, $0.048) [done 50, failed 0]
[21:43:27] arbitrate-opensky-network: OK in 50s (116908 tok, $0.125) [done 51, failed 0]
[21:43:29] arbitrate-meteoblue: OK in 143s (795605 tok, $0.394) [done 52, failed 0]
[21:43:46] arbitrate-perplexity: OK in 27s (118384 tok, $0.089) [done 53, failed 0]
[21:43:51] arbitrate-openuv: OK in 51s (249906 tok, $0.151) [done 54, failed 0]
[21:44:01] arbitrate-polygon-io: OK in 32s (104982 tok, $0.079) [done 55, failed 0]
[21:44:01] arbitrate-pelias: OK in 54s (157834 tok, $0.110) [done 56, failed 0]
[21:44:23] arbitrate-perspective-api: OK in 56s (104230 tok, $0.078) [done 57, failed 0]
[21:44:35] arbitrate-razorpay: OK in 48s (107914 tok, $0.093) [done 58, failed 0]
[21:44:35] arbitrate-replicate: OK in 43s (120046 tok, $0.093) [done 59, failed 0]
[21:44:51] arbitrate-opentripplanner: OK in 125s (467721 tok, $0.302) [done 60, failed 0]
[21:44:56] arbitrate-rubygems: OK in 55s (117089 tok, $0.109) [done 61, failed 0]
[21:45:00] arbitrate-pagerduty: OK in 116s (817033 tok, $0.446) [done 62, failed 0]
[21:45:07] arbitrate-scrapingbee: OK in 65s (139538 tok, $0.114) [done 63, failed 0]
[21:45:13] arbitrate-openrouteservice: OK in 161s (632410 tok, $0.535) [done 64, failed 0]
[21:45:39] arbitrate-thecatapi: OK in 39s (100698 tok, $0.075) [done 65, failed 0]
[21:45:47] arbitrate-tomtom: OK in 33s (65596 tok, $0.045) [done 66, failed 0]
[21:45:47] arbitrate-sonarcloud: OK in 56s (112224 tok, $0.102) [done 67, failed 0]
[21:45:47] arbitrate-shopify: OK in 72s (113662 tok, $0.105) [done 68, failed 0]
[21:45:47] arbitrate-securitytrails: OK in 84s (238732 tok, $0.151) [done 69, failed 0]
[21:45:57] arbitrate-themealdb: OK in 50s (109495 tok, $0.119) [done 70, failed 0]
[21:46:03] arbitrate-shodan: OK in 88s (300388 tok, $0.247) [done 71, failed 0]
[21:46:12] arbitrate-stytch: OK in 75s (112084 tok, $0.107) [done 72, failed 0]
[21:46:30] arbitrate-twilio: OK in 43s (107325 tok, $0.099) [done 73, failed 0]
[21:46:30] arbitrate-trakt: OK in 43s (101052 tok, $0.058) [done 74, failed 0]
[21:46:42] arbitrate-tradier: OK in 56s (105796 tok, $0.103) [done 75, failed 0]
[21:46:43] arbitrate-travis-ci: OK in 56s (111295 tok, $0.123) [done 76, failed 0]
[21:46:49] arbitrate-wikidata: OK in 38s (108723 tok, $0.121) [done 77, failed 0]
[21:47:02] arbitrate-what3words: OK in 60s (118645 tok, $0.120) [done 78, failed 0]
[21:47:02] arbitrate-trackingmore: OK in 83s (191186 tok, $0.168) [done 79, failed 0]
[21:47:06] arbitrate-virustotal: OK in 69s (276802 tok, $0.204) [done 80, failed 0]
[21:47:31] arbitrate-world-bank: OK in 49s (30041 tok, $0.043) [done 81, failed 0]
[21:47:40] arbitrate-workos: OK in 70s (64571 tok, $0.043) [done 82, failed 0]
[21:47:44] arbitrate-xai: OK in 61s (105771 tok, $0.070) [done 83, failed 0]
[21:48:32] arbitrate-wiktionary: OK in 122s (412912 tok, $0.242) [done 84, failed 0]
[21:48:35] arbitrate-zenrows: OK in 105s (465279 tok, $0.314) [done 85, failed 0]
[21:48:35] fleet done: ok=85 failed=0 skipped=281 tokens=17705074 cost=$12.46
[round 6] purged 67 punts
[21:48:35] fleet start: 366 jobs, concurrency 8
[21:49:20] arbitrate-anthropic: OK in 45s (69626 tok, $0.058) [done 1, failed 0]
[21:49:26] arbitrate-binance: OK in 51s (101516 tok, $0.072) [done 2, failed 0]
[21:49:26] arbitrate-anilist: OK in 51s (65146 tok, $0.046) [done 3, failed 0]
[21:49:33] arbitrate-amtrak-statusmaps: OK in 58s (100462 tok, $0.120) [done 4, failed 0]
[21:49:34] arbitrate-alchemy: OK in 60s (147267 tok, $0.166) [done 5, failed 0]
[21:49:41] arbitrate-alpaca: OK in 67s (116080 tok, $0.102) [done 6, failed 0]
[21:49:48] arbitrate-airnow: OK in 73s (231316 tok, $0.184) [done 7, failed 0]
[21:49:48] arbitrate-bigcommerce: OK in 73s (180910 tok, $0.164) [done 8, failed 0]
[21:49:55] arbitrate-brave-search: OK in 20s (30131 tok, $0.012) [done 9, failed 0]
[21:49:55] arbitrate-bls: OK in 29s (69449 tok, $0.082) [done 10, failed 0]
[21:50:15] arbitrate-bluesky: OK in 43s (105495 tok, $0.081) [done 11, failed 0]
[21:50:15] arbitrate-bitbucket: OK in 55s (178045 tok, $0.186) [done 12, failed 0]
[21:50:15] arbitrate-blockchair: OK in 50s (317994 tok, $0.211) [done 13, failed 0]
[21:50:27] arbitrate-circleci: OK in 46s (110886 tok, $0.098) [done 14, failed 0]
[21:50:40] arbitrate-deepgram: OK in 52s (101952 tok, $0.070) [done 15, failed 0]
[21:50:55] arbitrate-etherscan: OK in 60s (67158 tok, $0.043) [done 16, failed 0]
[21:51:16] arbitrate-grafana-cloud: OK in 60s (115175 tok, $0.109) [done 17, failed 0]
[21:51:25] arbitrate-greynoise: OK in 45s (208783 tok, $0.183) [done 18, failed 0]
[21:51:27] arbitrate-ensembl: OK in 93s (96463 tok, $0.088) [done 19, failed 0]
[21:51:59] arbitrate-hex-pm: OK in 43s (283726 tok, $0.196) [done 20, failed 0]
[21:52:01] arbitrate-infura: OK in 33s (104165 tok, $0.079) [done 21, failed 0]
[21:52:10] arbitrate-google-fact-check: OK in 114s (218485 tok, $0.166) [done 22, failed 0]
[21:52:24] arbitrate-launchdarkly: OK in 26s (70743 tok, $0.103) [done 23, failed 0]
[21:52:32] arbitrate-here: OK in 97s (449333 tok, $0.309) [done 24, failed 0]
[21:52:44] arbitrate-mastodon: OK in 34s (62107 tok, $0.032) [done 25, failed 0]
[21:52:51] arbitrate-locationiq: OK in 51s (230105 tok, $0.172) [done 26, failed 0]
[21:52:51] arbitrate-inaturalist: OK in 86s (233919 tok, $0.299) [done 27, failed 0]
[21:52:51] arbitrate-graphhopper: OK in 144s (762711 tok, $0.394) [done 28, failed 0]
[21:53:23] arbitrate-new-relic: OK in 39s (64893 tok, $0.049) [done 29, failed 0]
[21:53:32] arbitrate-npi-registry: OK in 40s (62166 tok, $0.033) [done 30, failed 0]
[21:53:36] arbitrate-newsdata-io: OK in 45s (97516 tok, $0.067) [done 31, failed 0]
[21:53:51] arbitrate-nansen: OK in 79s (167603 tok, $0.172) [done 32, failed 0]
[21:53:52] arbitrate-meteoblue: OK in 88s (372811 tok, $0.223) [done 33, failed 0]
[21:54:04] arbitrate-nyc-open-data: OK in 41s (111228 tok, $0.098) [done 34, failed 0]
[21:54:08] arbitrate-nhl-edge: OK in 77s (139226 tok, $0.080) [done 35, failed 0]
[21:54:14] arbitrate-event-registry: OK in 239s (1078094 tok, $0.582) [done 36, failed 0]
[21:54:27] arbitrate-openaq: OK in 51s (97459 tok, $0.053) [done 37, failed 0]
[21:54:29] arbitrate-openalex: OK in 57s (159926 tok, $0.120) [done 38, failed 0]
[21:54:34] arbitrate-opentdb: OK in 42s (63294 tok, $0.067) [done 39, failed 0]
[21:54:46] arbitrate-claimbuster: OK in 299s (1093757 tok, $0.609) [done 40, failed 0]
[21:55:15] arbitrate-polygon-io: OK in 46s (101877 tok, $0.073) [done 41, failed 0]
[21:55:22] arbitrate-razorpay: OK in 48s (68390 tok, $0.052) [done 42, failed 0]
[21:55:26] arbitrate-replicate: OK in 39s (114767 tok, $0.100) [done 43, failed 0]
[21:55:34] arbitrate-perspective-api: OK in 67s (106365 tok, $0.096) [done 44, failed 0]
[21:55:39] arbitrate-openuv: OK in 91s (244421 tok, $0.168) [done 45, failed 0]
[21:55:50] arbitrate-scrapingbee: OK in 35s (139088 tok, $0.144) [done 46, failed 0]
[21:56:03] arbitrate-securitytrails: OK in 42s (206962 tok, $0.166) [done 47, failed 0]
[21:56:09] arbitrate-opentripplanner: OK in 125s (368927 tok, $0.238) [done 48, failed 0]
[21:56:17] arbitrate-shodan: OK in 51s (229086 tok, $0.198) [done 49, failed 0]
[21:56:19] arbitrate-sonarcloud: OK in 40s (116718 tok, $0.106) [done 50, failed 0]
[21:56:33] arbitrate-thecatapi: OK in 30s (99893 tok, $0.070) [done 51, failed 0]
[21:56:35] arbitrate-shopify: OK in 60s (252912 tok, $0.278) [done 52, failed 0]
[21:56:49] arbitrate-stytch: OK in 59s (242239 tok, $0.226) [done 53, failed 0]
[21:57:01] arbitrate-travis-ci: OK in 26s (30136 tok, $0.012) [done 54, failed 0]
[21:57:01] arbitrate-themealdb: OK in 51s (111909 tok, $0.088) [done 55, failed 0]
[21:57:05] arbitrate-tradier: OK in 46s (66502 tok, $0.047) [done 56, failed 0]
[21:57:11] arbitrate-trakt: OK in 38s (66701 tok, $0.049) [done 57, failed 0]
[21:57:14] arbitrate-twilio: OK in 25s (110217 tok, $0.090) [done 58, failed 0]
[21:57:38] arbitrate-workos: OK in 27s (67141 tok, $0.048) [done 59, failed 0]
[21:57:42] arbitrate-xai: OK in 28s (106595 tok, $0.117) [done 60, failed 0]
[21:58:11] arbitrate-openrouteservice: OK in 260s (1197640 tok, $0.615) [done 61, failed 0]
[21:58:11] arbitrate-virustotal: OK in 71s (277482 tok, $0.195) [done 62, failed 0]
[21:58:11] arbitrate-trackingmore: OK in 114s (383509 tok, $0.243) [done 63, failed 0]
[21:58:11] arbitrate-pagerduty: OK in 237s (786796 tok, $0.430) [done 64, failed 0]
[21:58:16] arbitrate-what3words: OK in 75s (116302 tok, $0.116) [done 65, failed 0]
[21:58:22] arbitrate-zenrows: OK in 43s (181843 tok, $0.159) [done 66, failed 0]
[21:59:04] arbitrate-wiktionary: OK in 119s (295026 tok, $0.237) [done 67, failed 0]
[21:59:04] fleet done: ok=67 failed=0 skipped=299 tokens=14426565 cost=$10.34
[round 7] purged 53 punts
[21:59:04] fleet start: 366 jobs, concurrency 8
[22:00:35] arbitrate-anilist: OK in 91s (64551 tok, $0.044) [done 1, failed 0]
[22:00:41] arbitrate-binance: OK in 97s (102526 tok, $0.075) [done 2, failed 0]
[22:00:43] arbitrate-alchemy: OK in 99s (115949 tok, $0.117) [done 3, failed 0]
[22:00:49] arbitrate-bitbucket: OK in 105s (169182 tok, $0.168) [done 4, failed 0]
[22:00:50] arbitrate-airnow: OK in 106s (138056 tok, $0.099) [done 5, failed 0]
[22:00:50] arbitrate-anthropic: OK in 106s (163448 tok, $0.153) [done 6, failed 0]
[22:01:01] arbitrate-amtrak-statusmaps: OK in 117s (160083 tok, $0.126) [done 7, failed 0]
[22:01:05] arbitrate-bigcommerce: OK in 121s (179125 tok, $0.154) [done 8, failed 0]
[22:01:59] arbitrate-bls: OK in 77s (112866 tok, $0.111) [done 9, failed 0]
[22:02:03] arbitrate-etherscan: OK in 73s (67128 tok, $0.043) [done 10, failed 0]
[22:02:06] arbitrate-circleci: OK in 83s (111768 tok, $0.085) [done 11, failed 0]
[22:02:16] arbitrate-grafana-cloud: OK in 75s (118480 tok, $0.117) [done 12, failed 0]
[22:02:22] arbitrate-blockchair: OK in 107s (223796 tok, $0.143) [done 13, failed 0]
[22:02:24] arbitrate-ensembl: OK in 95s (130687 tok, $0.078) [done 14, failed 0]
[22:02:42] arbitrate-launchdarkly: OK in 20s (70673 tok, $0.054) [done 15, failed 0]
[22:02:50] arbitrate-infura: OK in 35s (103314 tok, $0.078) [done 16, failed 0]
[22:02:59] arbitrate-greynoise: OK in 60s (196789 tok, $0.176) [done 17, failed 0]
[22:03:04] arbitrate-locationiq: OK in 40s (168739 tok, $0.134) [done 18, failed 0]
[22:03:04] arbitrate-mastodon: OK in 22s (62168 tok, $0.037) [done 19, failed 0]
[22:03:13] arbitrate-event-registry: OK in 143s (425922 tok, $0.366) [done 20, failed 0]
[22:03:25] arbitrate-hex-pm: OK in 80s (312708 tok, $0.215) [done 21, failed 0]
[22:03:29] arbitrate-here: OK in 85s (385563 tok, $0.265) [done 22, failed 0]
[22:03:48] arbitrate-graphhopper: OK in 163s (863216 tok, $0.447) [done 23, failed 0]
[22:03:53] arbitrate-nhl-edge: OK in 49s (30190 tok, $0.012) [done 24, failed 0]
[22:03:59] arbitrate-nansen: OK in 60s (175736 tok, $0.156) [done 25, failed 0]
[22:04:00] arbitrate-npi-registry: OK in 57s (62163 tok, $0.034) [done 26, failed 0]
[22:04:10] arbitrate-openaq: OK in 42s (69072 tok, $0.052) [done 27, failed 0]
[22:04:16] arbitrate-opentdb: OK in 23s (63730 tok, $0.036) [done 28, failed 0]
[22:04:26] arbitrate-openalex: OK in 61s (162957 tok, $0.147) [done 29, failed 0]
[22:04:37] arbitrate-nyc-open-data: OK in 84s (152172 tok, $0.153) [done 30, failed 0]
[22:04:42] arbitrate-polygon-io: OK in 25s (102955 tok, $0.075) [done 31, failed 0]
[22:04:42] arbitrate-openuv: OK in 43s (131409 tok, $0.091) [done 32, failed 0]
[22:04:50] arbitrate-meteoblue: OK in 120s (786461 tok, $0.391) [done 33, failed 0]
[22:05:01] arbitrate-perspective-api: OK in 51s (147191 tok, $0.137) [done 34, failed 0]
[22:05:14] arbitrate-scrapingbee: OK in 36s (140866 tok, $0.119) [done 35, failed 0]
[22:05:24] arbitrate-razorpay: OK in 58s (111754 tok, $0.098) [done 36, failed 0]
[22:05:31] arbitrate-shopify: OK in 41s (121228 tok, $0.124) [done 37, failed 0]
[22:05:41] arbitrate-securitytrails: OK in 60s (188608 tok, $0.150) [done 38, failed 0]
[22:05:48] arbitrate-sonarcloud: OK in 47s (110803 tok, $0.093) [done 39, failed 0]
[22:05:52] arbitrate-pagerduty: OK in 111s (464131 tok, $0.298) [done 40, failed 0]
[22:05:59] arbitrate-shodan: OK in 78s (341772 tok, $0.229) [done 41, failed 0]
[22:06:17] arbitrate-themealdb: OK in 53s (101349 tok, $0.061) [done 42, failed 0]
[22:06:24] arbitrate-openrouteservice: OK in 155s (703976 tok, $0.426) [done 43, failed 0]
[22:06:37] arbitrate-stytch: OK in 83s (150087 tok, $0.102) [done 44, failed 0]
[22:06:37] arbitrate-twilio: OK in 49s (111493 tok, $0.131) [done 45, failed 0]
[22:06:43] arbitrate-tradier: OK in 62s (152092 tok, $0.094) [done 46, failed 0]
[22:06:43] arbitrate-what3words: OK in 44s (115758 tok, $0.102) [done 47, failed 0]
[22:06:51] arbitrate-virustotal: OK in 60s (156312 tok, $0.124) [done 48, failed 0]
[22:07:09] arbitrate-workos: OK in 45s (64498 tok, $0.043) [done 49, failed 0]
[22:07:20] arbitrate-xai: OK in 43s (103776 tok, $0.065) [done 50, failed 0]
[22:07:26] arbitrate-wiktionary: OK in 69s (118966 tok, $0.106) [done 51, failed 0]
[22:07:40] arbitrate-zenrows: OK in 64s (169133 tok, $0.158) [done 52, failed 0]
[22:08:50] arbitrate-trackingmore: OK in 199s (718336 tok, $0.418) [done 53, failed 0]
[22:08:50] fleet done: ok=53 failed=0 skipped=313 tokens=10475711 cost=$7.51
[round 8] purged 45 punts
[22:08:50] fleet start: 366 jobs, concurrency 8
[22:09:16] arbitrate-airnow: OK in 26s (30066 tok, $0.012) [done 1, failed 0]
[22:09:35] arbitrate-anilist: OK in 45s (103520 tok, $0.072) [done 2, failed 0]
[22:09:38] arbitrate-amtrak-statusmaps: OK in 48s (106469 tok, $0.089) [done 3, failed 0]
[22:09:44] arbitrate-alchemy: OK in 54s (111840 tok, $0.083) [done 4, failed 0]
[22:09:52] arbitrate-anthropic: OK in 62s (167234 tok, $0.161) [done 5, failed 0]
[22:09:54] arbitrate-bigcommerce: OK in 64s (181612 tok, $0.157) [done 6, failed 0]
[22:10:00] arbitrate-blockchair: OK in 44s (216781 tok, $0.133) [done 7, failed 0]
[22:10:00] arbitrate-bitbucket: OK in 70s (127176 tok, $0.171) [done 8, failed 0]
[22:10:01] arbitrate-bls: OK in 26s (69263 tok, $0.051) [done 9, failed 0]
[22:10:06] arbitrate-binance: OK in 76s (199642 tok, $0.183) [done 10, failed 0]
